season,gameid,gamedate,hometeamcity,hometeamname,awayteamcity,awayteamname,status_text,played
2025-2026,0022500048,2025-11-21,Cleveland,Cavaliers,Indiana,Pacers,7:00 pm ET,False
2025-2026,0022500051,2025-11-21,Chicago,Bulls,Miami,Heat,8:00 pm ET,False
2025-2026,0022500273,2025-11-22,Dallas,Mavericks,Memphis,Grizzlies,8:30 pm ET,False
2025-2026,0022500268,2025-11-22,Charlotte,Hornets,LA,Clippers,1:00 pm ET,False
2025-2026,0022500269,2025-11-22,Orlando,Magic,New York,Knicks,5:00 pm ET,False
2025-2026,0022500270,2025-11-22,New Orleans,Pelicans,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500271,2025-11-22,Chicago,Bulls,Washington,Wizards,8:00 pm ET,False
2025-2026,0022500272,2025-11-22,Milwaukee,Bucks,Detroit,Pistons,8:00 pm ET,False
2025-2026,0022500274,2025-11-22,Denver,Nuggets,Sacramento,Kings,10:00 pm ET,False
2025-2026,0022500280,2025-11-23,Oklahoma City,Thunder,Portland,Trail Blazers,7:00 pm ET,False
2025-2026,0022500282,2025-11-23,Utah,Jazz,Los Angeles,Lakers,8:00 pm ET,False
2025-2026,0022500279,2025-11-23,Toronto,Raptors,Brooklyn,Nets,6:00 pm ET,False
2025-2026,0022500281,2025-11-23,Phoenix,Suns,San Antonio,Spurs,8:00 pm ET,False
2025-2026,0022500277,2025-11-23,Boston,Celtics,Orlando,Magic,6:00 pm ET,False
2025-2026,0022500276,2025-11-23,Atlanta,Hawks,Charlotte,Hornets,6:00 pm ET,False
2025-2026,0022500278,2025-11-23,Cleveland,Cavaliers,LA,Clippers,6:00 pm ET,False
2025-2026,0022500275,2025-11-23,Philadelphia,76ers,Miami,Heat,1:00 pm ET,False
2025-2026,0022500292,2025-11-24,Sacramento,Kings,Minnesota,Timberwolves,10:00 pm ET,False
2025-2026,0022500291,2025-11-24,San Francisco,Warriors,Utah,Jazz,10:00 pm ET,False
2025-2026,0022500290,2025-11-24,Phoenix,Suns,Houston,Rockets,9:30 pm ET,False
2025-2026,0022500288,2025-11-24,Milwaukee,Bucks,Portland,Trail Blazers,8:00 pm ET,False
2025-2026,0022500289,2025-11-24,New Orleans,Pelicans,Chicago,Bulls,8:00 pm ET,False
2025-2026,0022500286,2025-11-24,Miami,Heat,Dallas,Mavericks,7:30 pm ET,False
2025-2026,0022500285,2025-11-24,Brooklyn,Nets,New York,Knicks,7:30 pm ET,False
2025-2026,0022500284,2025-11-24,Toronto,Raptors,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500283,2025-11-24,Indiana,Pacers,Detroit,Pistons,7:00 pm ET,False
2025-2026,0022500287,2025-11-24,Memphis,Grizzlies,Denver,Nuggets,8:00 pm ET,False
2025-2026,0022500057,2025-11-25,Washington,Wizards,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500058,2025-11-25,Philadelphia,76ers,Orlando,Magic,8:00 pm ET,False
2025-2026,0022500059,2025-11-25,Los Angeles,Lakers,LA,Clippers,11:00 pm ET,False
2025-2026,0022500066,2025-11-26,San Francisco,Warriors,Houston,Rockets,10:00 pm ET,False
2025-2026,0022500068,2025-11-26,Sacramento,Kings,Phoenix,Suns,10:00 pm ET,False
2025-2026,0022500067,2025-11-26,Portland,Trail Blazers,San Antonio,Spurs,10:00 pm ET,False
2025-2026,0022500065,2025-11-26,New Orleans,Pelicans,Memphis,Grizzlies,8:00 pm ET,False
2025-2026,0022500062,2025-11-26,Miami,Heat,Milwaukee,Bucks,7:30 pm ET,False
2025-2026,0022500063,2025-11-26,Toronto,Raptors,Indiana,Pacers,7:30 pm ET,False
2025-2026,0022500061,2025-11-26,Charlotte,Hornets,New York,Knicks,7:00 pm ET,False
2025-2026,0022500060,2025-11-26,Boston,Celtics,Detroit,Pistons,5:00 pm ET,False
2025-2026,0022500064,2025-11-26,Oklahoma City,Thunder,Minnesota,Timberwolves,7:30 pm ET,False
2025-2026,0022500079,2025-11-28,LA,Clippers,Memphis,Grizzlies,10:00 pm ET,False
2025-2026,0022500078,2025-11-28,Los Angeles,Lakers,Dallas,Mavericks,10:00 pm ET,False
2025-2026,0022500077,2025-11-28,Utah,Jazz,Sacramento,Kings,9:30 pm ET,False
2025-2026,0022500076,2025-11-28,Denver,Nuggets,San Antonio,Spurs,9:30 pm ET,False
2025-2026,0022500075,2025-11-28,Oklahoma City,Thunder,Phoenix,Suns,9:30 pm ET,False
2025-2026,0022500073,2025-11-28,Indiana,Pacers,Washington,Wizards,7:30 pm ET,False
2025-2026,0022500072,2025-11-28,Detroit,Pistons,Orlando,Magic,7:30 pm ET,False
2025-2026,0022500071,2025-11-28,Charlotte,Hornets,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500070,2025-11-28,Brooklyn,Nets,Philadelphia,76ers,7:30 pm ET,False
2025-2026,0022500069,2025-11-28,Atlanta,Hawks,Cleveland,Cavaliers,7:30 pm ET,False
2025-2026,0022500074,2025-11-28,New York,Knicks,Milwaukee,Bucks,7:30 pm ET,False
2025-2026,0022500298,2025-11-29,San Francisco,Warriors,New Orleans,Pelicans,8:30 pm ET,False
2025-2026,0022500300,2025-11-29,LA,Clippers,Dallas,Mavericks,10:00 pm ET,False
2025-2026,0022500297,2025-11-29,Milwaukee,Bucks,Brooklyn,Nets,8:00 pm ET,False
2025-2026,0022500299,2025-11-29,Phoenix,Suns,Denver,Nuggets,9:00 pm ET,False
2025-2026,0022500295,2025-11-29,Indiana,Pacers,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500293,2025-11-29,Minnesota,Timberwolves,Boston,Celtics,5:00 pm ET,False
2025-2026,0022500296,2025-11-29,Miami,Heat,Detroit,Pistons,8:00 pm ET,False
2025-2026,0022500294,2025-11-29,Charlotte,Hornets,Toronto,Raptors,6:00 pm ET,False
2025-2026,0022500307,2025-11-30,Sacramento,Kings,Memphis,Grizzlies,9:00 pm ET,False
2025-2026,0022500306,2025-11-30,Minnesota,Timberwolves,San Antonio,Spurs,7:00 pm ET,False
2025-2026,0022500305,2025-11-30,Portland,Trail Blazers,Oklahoma City,Thunder,6:00 pm ET,False
2025-2026,0022500308,2025-11-30,Los Angeles,Lakers,New Orleans,Pelicans,9:30 pm ET,False
2025-2026,0022500303,2025-11-30,New York,Knicks,Toronto,Raptors,6:00 pm ET,False
2025-2026,0022500302,2025-11-30,Cleveland,Cavaliers,Boston,Celtics,6:00 pm ET,False
2025-2026,0022500301,2025-11-30,Utah,Jazz,Houston,Rockets,3:00 pm ET,False
2025-2026,0022500304,2025-11-30,Philadelphia,76ers,Atlanta,Hawks,6:00 pm ET,False
2025-2026,0022500309,2025-12-01,Detroit,Pistons,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500311,2025-12-01,Washington,Wizards,Milwaukee,Bucks,7:00 pm ET,False
2025-2026,0022500312,2025-12-01,Brooklyn,Nets,Charlotte,Hornets,7:30 pm ET,False
2025-2026,0022500313,2025-12-01,Miami,Heat,LA,Clippers,7:30 pm ET,False
2025-2026,0022500314,2025-12-01,Orlando,Magic,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500315,2025-12-01,Denver,Nuggets,Dallas,Mavericks,9:00 pm ET,False
2025-2026,0022500316,2025-12-01,Utah,Jazz,Houston,Rockets,9:00 pm ET,False
2025-2026,0022500317,2025-12-01,Los Angeles,Lakers,Phoenix,Suns,10:00 pm ET,False
2025-2026,0022500310,2025-12-01,Indiana,Pacers,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500321,2025-12-02,New Orleans,Pelicans,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500323,2025-12-02,San Francisco,Warriors,Oklahoma City,Thunder,11:00 pm ET,False
2025-2026,0022500322,2025-12-02,San Antonio,Spurs,Memphis,Grizzlies,8:00 pm ET,False
2025-2026,0022500320,2025-12-02,Boston,Celtics,New York,Knicks,8:00 pm ET,False
2025-2026,0022500318,2025-12-02,Philadelphia,76ers,Washington,Wizards,7:00 pm ET,False
2025-2026,0022500319,2025-12-02,Toronto,Raptors,Portland,Trail Blazers,7:30 pm ET,False
2025-2026,0022500331,2025-12-03,Milwaukee,Bucks,Detroit,Pistons,8:00 pm ET,False
2025-2026,0022500330,2025-12-03,Houston,Rockets,Sacramento,Kings,8:00 pm ET,False
2025-2026,0022500329,2025-12-03,Chicago,Bulls,Brooklyn,Nets,8:00 pm ET,False
2025-2026,0022500328,2025-12-03,New York,Knicks,Charlotte,Hornets,7:30 pm ET,False
2025-2026,0022500332,2025-12-03,Dallas,Mavericks,Miami,Heat,8:30 pm ET,False
2025-2026,0022500326,2025-12-03,Orlando,Magic,San Antonio,Spurs,7:00 pm ET,False
2025-2026,0022500325,2025-12-03,Indiana,Pacers,Denver,Nuggets,7:00 pm ET,False
2025-2026,0022500324,2025-12-03,Cleveland,Cavaliers,Portland,Trail Blazers,7:00 pm ET,False
2025-2026,0022500327,2025-12-03,Atlanta,Hawks,LA,Clippers,7:30 pm ET,False
2025-2026,0022500333,2025-12-04,Philadelphia,76ers,San Francisco,Warriors,7:00 pm ET,False
2025-2026,0022500334,2025-12-04,Washington,Wizards,Boston,Celtics,7:00 pm ET,False
2025-2026,0022500335,2025-12-04,Brooklyn,Nets,Utah,Jazz,7:30 pm ET,False
2025-2026,0022500336,2025-12-04,Toronto,Raptors,Los Angeles,Lakers,7:30 pm ET,False
2025-2026,0022500337,2025-12-04,New Orleans,Pelicans,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500345,2025-12-05,Chicago,Bulls,Indiana,Pacers,8:00 pm ET,False
2025-2026,0022500349,2025-12-05,Oklahoma City,Thunder,Dallas,Mavericks,9:30 pm ET,False
2025-2026,0022500348,2025-12-05,Milwaukee,Bucks,Philadelphia,76ers,8:00 pm ET,False
2025-2026,0022500347,2025-12-05,Memphis,Grizzlies,LA,Clippers,8:00 pm ET,False
2025-2026,0022500346,2025-12-05,Houston,Rockets,Phoenix,Suns,8:00 pm ET,False
2025-2026,0022500344,2025-12-05,Toronto,Raptors,Charlotte,Hornets,7:30 pm ET,False
2025-2026,0022500339,2025-12-05,Orlando,Magic,Miami,Heat,7:00 pm ET,False
2025-2026,0022500342,2025-12-05,Detroit,Pistons,Portland,Trail Blazers,7:30 pm ET,False
2025-2026,0022500338,2025-12-05,Boston,Celtics,Los Angeles,Lakers,7:00 pm ET,False
2025-2026,0022500343,2025-12-05,New York,Knicks,Utah,Jazz,7:30 pm ET,False
2025-2026,0022500340,2025-12-05,Atlanta,Hawks,Denver,Nuggets,7:30 pm ET,False
2025-2026,0022500341,2025-12-05,Cleveland,Cavaliers,San Antonio,Spurs,7:30 pm ET,False
2025-2026,0022500355,2025-12-06,Minnesota,Timberwolves,LA,Clippers,8:00 pm ET,False
2025-2026,0022500354,2025-12-06,Miami,Heat,Sacramento,Kings,8:00 pm ET,False
2025-2026,0022500353,2025-12-06,Detroit,Pistons,Milwaukee,Bucks,7:30 pm ET,False
2025-2026,0022500356,2025-12-06,Dallas,Mavericks,Houston,Rockets,8:30 pm ET,False
2025-2026,0022500351,2025-12-06,Washington,Wizards,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500350,2025-12-06,Brooklyn,Nets,New Orleans,Pelicans,5:00 pm ET,False
2025-2026,0022500352,2025-12-06,Cleveland,Cavaliers,San Francisco,Warriors,7:30 pm ET,False
2025-2026,0022500357,2025-12-07,New York,Knicks,Orlando,Magic,12:00 pm ET,False
2025-2026,0022500358,2025-12-07,Toronto,Raptors,Boston,Celtics,3:30 pm ET,False
2025-2026,0022500359,2025-12-07,Charlotte,Hornets,Denver,Nuggets,6:00 pm ET,False
2025-2026,0022500360,2025-12-07,Memphis,Grizzlies,Portland,Trail Blazers,6:00 pm ET,False
2025-2026,0022500361,2025-12-07,Chicago,Bulls,San Francisco,Warriors,7:00 pm ET,False
2025-2026,0022500362,2025-12-07,Philadelphia,76ers,Los Angeles,Lakers,7:30 pm ET,False
2025-2026,0022500363,2025-12-07,Utah,Jazz,Oklahoma City,Thunder,8:00 pm ET,False
2025-2026,0022500366,2025-12-08,New Orleans,Pelicans,San Antonio,Spurs,9:30 pm ET,False
2025-2026,0022500364,2025-12-08,Indiana,Pacers,Sacramento,Kings,7:00 pm ET,False
2025-2026,0022500365,2025-12-08,Minnesota,Timberwolves,Phoenix,Suns,8:00 pm ET,False
2025-2026,0022501201,2025-12-09,,,,,TBD,False
2025-2026,0022501203,2025-12-09,,,,,TBD,False
2025-2026,0022501202,2025-12-10,,,,,TBD,False
2025-2026,0022501204,2025-12-10,,,,,TBD,False
2025-2026,0022501229,2025-12-13,,,,,TBD,False
2025-2026,0022501230,2025-12-13,,,,,TBD,False
2025-2026,0062500001,2025-12-16,,,,,TBD,False
2025-2026,0022500367,2025-12-17,Chicago,Bulls,Cleveland,Cavaliers,8:00 pm ET,False
2025-2026,0022500368,2025-12-17,Minnesota,Timberwolves,Memphis,Grizzlies,8:00 pm ET,False
2025-2026,0022500369,2025-12-17,Oklahoma City,Thunder,LA,Clippers,8:00 pm ET,False
2025-2026,0022500370,2025-12-17,San Antonio,Spurs,Washington,Wizards,8:00 pm ET,False
2025-2026,0022500377,2025-12-18,Denver,Nuggets,Orlando,Magic,9:00 pm ET,False
2025-2026,0022500379,2025-12-18,Utah,Jazz,Los Angeles,Lakers,9:00 pm ET,False
2025-2026,0022500378,2025-12-18,Phoenix,Suns,San Francisco,Warriors,9:00 pm ET,False
2025-2026,0022500380,2025-12-18,Portland,Trail Blazers,Sacramento,Kings,10:00 pm ET,False
2025-2026,0022500376,2025-12-18,Dallas,Mavericks,Detroit,Pistons,8:30 pm ET,False
2025-2026,0022500374,2025-12-18,Milwaukee,Bucks,Toronto,Raptors,8:00 pm ET,False
2025-2026,0022500373,2025-12-18,Brooklyn,Nets,Miami,Heat,7:30 pm ET,False
2025-2026,0022500372,2025-12-18,Indiana,Pacers,New York,Knicks,7:00 pm ET,False
2025-2026,0022500371,2025-12-18,Charlotte,Hornets,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500375,2025-12-18,New Orleans,Pelicans,Houston,Rockets,8:00 pm ET,False
2025-2026,0022500381,2025-12-19,Boston,Celtics,Miami,Heat,7:00 pm ET,False
2025-2026,0022500382,2025-12-19,New York,Knicks,Philadelphia,76ers,7:00 pm ET,False
2025-2026,0022500383,2025-12-19,Atlanta,Hawks,San Antonio,Spurs,7:30 pm ET,False
2025-2026,0022500384,2025-12-19,Cleveland,Cavaliers,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500385,2025-12-19,Minnesota,Timberwolves,Oklahoma City,Thunder,9:30 pm ET,False
2025-2026,0022500394,2025-12-20,Sacramento,Kings,Portland,Trail Blazers,10:00 pm ET,False
2025-2026,0022500393,2025-12-20,Utah,Jazz,Orlando,Magic,9:30 pm ET,False
2025-2026,0022500392,2025-12-20,San Francisco,Warriors,Phoenix,Suns,8:30 pm ET,False
2025-2026,0022500391,2025-12-20,Memphis,Grizzlies,Washington,Wizards,8:00 pm ET,False
2025-2026,0022500395,2025-12-20,LA,Clippers,Los Angeles,Lakers,10:30 pm ET,False
2025-2026,0022500389,2025-12-20,New Orleans,Pelicans,Indiana,Pacers,7:00 pm ET,False
2025-2026,0022500388,2025-12-20,Toronto,Raptors,Boston,Celtics,7:00 pm ET,False
2025-2026,0022500387,2025-12-20,Philadelphia,76ers,Dallas,Mavericks,7:00 pm ET,False
2025-2026,0022500386,2025-12-20,Denver,Nuggets,Houston,Rockets,5:00 pm ET,False
2025-2026,0022500390,2025-12-20,Detroit,Pistons,Charlotte,Hornets,7:30 pm ET,False
2025-2026,0022500396,2025-12-21,Atlanta,Hawks,Chicago,Bulls,3:30 pm ET,False
2025-2026,0022500397,2025-12-21,Brooklyn,Nets,Toronto,Raptors,6:00 pm ET,False
2025-2026,0022500398,2025-12-21,New York,Knicks,Miami,Heat,6:00 pm ET,False
2025-2026,0022500399,2025-12-21,Washington,Wizards,San Antonio,Spurs,7:00 pm ET,False
2025-2026,0022500400,2025-12-21,Minnesota,Timberwolves,Milwaukee,Bucks,7:00 pm ET,False
2025-2026,0022500401,2025-12-21,Sacramento,Kings,Houston,Rockets,10:00 pm ET,False
2025-2026,0022500408,2025-12-22,Portland,Trail Blazers,Detroit,Pistons,10:00 pm ET,False
2025-2026,0022500407,2025-12-22,San Francisco,Warriors,Orlando,Magic,10:00 pm ET,False
2025-2026,0022500406,2025-12-22,Oklahoma City,Thunder,Memphis,Grizzlies,9:30 pm ET,False
2025-2026,0022500403,2025-12-22,Boston,Celtics,Indiana,Pacers,7:30 pm ET,False
2025-2026,0022500404,2025-12-22,New Orleans,Pelicans,Dallas,Mavericks,8:00 pm ET,False
2025-2026,0022500402,2025-12-22,Cleveland,Cavaliers,Charlotte,Hornets,7:00 pm ET,False
2025-2026,0022500405,2025-12-22,Denver,Nuggets,Utah,Jazz,9:00 pm ET,False
2025-2026,0022500417,2025-12-23,San Antonio,Spurs,Oklahoma City,Thunder,8:30 pm ET,False
2025-2026,0022500421,2025-12-23,Sacramento,Kings,Detroit,Pistons,10:00 pm ET,False
2025-2026,0022500422,2025-12-23,LA,Clippers,Houston,Rockets,11:00 pm ET,False
2025-2026,0022500420,2025-12-23,Portland,Trail Blazers,Orlando,Magic,10:00 pm ET,False
2025-2026,0022500419,2025-12-23,Utah,Jazz,Memphis,Grizzlies,9:00 pm ET,False
2025-2026,0022500418,2025-12-23,Phoenix,Suns,Los Angeles,Lakers,9:00 pm ET,False
2025-2026,0022500416,2025-12-23,Minnesota,Timberwolves,New York,Knicks,8:00 pm ET,False
2025-2026,0022500410,2025-12-23,Philadelphia,76ers,Brooklyn,Nets,7:00 pm ET,False
2025-2026,0022500414,2025-12-23,Miami,Heat,Toronto,Raptors,7:30 pm ET,False
2025-2026,0022500409,2025-12-23,Charlotte,Hornets,Washington,Wizards,7:00 pm ET,False
2025-2026,0022500411,2025-12-23,Atlanta,Hawks,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500415,2025-12-23,Dallas,Mavericks,Denver,Nuggets,8:00 pm ET,False
2025-2026,0022500413,2025-12-23,Indiana,Pacers,Milwaukee,Bucks,7:30 pm ET,False
2025-2026,0022500412,2025-12-23,Cleveland,Cavaliers,New Orleans,Pelicans,7:30 pm ET,False
2025-2026,0022500009,2025-12-25,New York,Knicks,Cleveland,Cavaliers,12:00 pm ET,False
2025-2026,0022500010,2025-12-25,Oklahoma City,Thunder,San Antonio,Spurs,2:30 pm ET,False
2025-2026,0022500011,2025-12-25,San Francisco,Warriors,Dallas,Mavericks,5:00 pm ET,False
2025-2026,0022500012,2025-12-25,Los Angeles,Lakers,Houston,Rockets,8:00 pm ET,False
2025-2026,0022500013,2025-12-25,Denver,Nuggets,Minnesota,Timberwolves,10:30 pm ET,False
2025-2026,0022500431,2025-12-26,Portland,Trail Blazers,LA,Clippers,10:00 pm ET,False
2025-2026,0022500430,2025-12-26,Utah,Jazz,Detroit,Pistons,9:30 pm ET,False
2025-2026,0022500429,2025-12-26,New Orleans,Pelicans,Phoenix,Suns,8:00 pm ET,False
2025-2026,0022500428,2025-12-26,Memphis,Grizzlies,Milwaukee,Bucks,8:00 pm ET,False
2025-2026,0022500426,2025-12-26,Indiana,Pacers,Boston,Celtics,7:30 pm ET,False
2025-2026,0022500425,2025-12-26,Washington,Wizards,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500424,2025-12-26,Orlando,Magic,Charlotte,Hornets,7:00 pm ET,False
2025-2026,0022500423,2025-12-26,Atlanta,Hawks,Miami,Heat,7:00 pm ET,False
2025-2026,0022500427,2025-12-26,Chicago,Bulls,Philadelphia,76ers,8:00 pm ET,False
2025-2026,0022500438,2025-12-27,Houston,Rockets,Cleveland,Cavaliers,8:00 pm ET,False
2025-2026,0022500440,2025-12-27,San Antonio,Spurs,Utah,Jazz,8:00 pm ET,False
2025-2026,0022500439,2025-12-27,Minnesota,Timberwolves,Brooklyn,Nets,8:00 pm ET,False
2025-2026,0022500437,2025-12-27,Chicago,Bulls,Milwaukee,Bucks,8:00 pm ET,False
2025-2026,0022500434,2025-12-27,New Orleans,Pelicans,Phoenix,Suns,7:00 pm ET,False
2025-2026,0022500435,2025-12-27,Atlanta,Hawks,New York,Knicks,8:00 pm ET,False
2025-2026,0022500432,2025-12-27,Sacramento,Kings,Dallas,Mavericks,5:00 pm ET,False
2025-2026,0022500436,2025-12-27,Miami,Heat,Indiana,Pacers,8:00 pm ET,False
2025-2026,0022500433,2025-12-27,Orlando,Magic,Denver,Nuggets,7:00 pm ET,False
2025-2026,0022500441,2025-12-28,Toronto,Raptors,San Francisco,Warriors,3:30 pm ET,False
2025-2026,0022500442,2025-12-28,Oklahoma City,Thunder,Philadelphia,76ers,3:30 pm ET,False
2025-2026,0022500443,2025-12-28,Washington,Wizards,Memphis,Grizzlies,6:00 pm ET,False
2025-2026,0022500444,2025-12-28,Portland,Trail Blazers,Boston,Celtics,6:00 pm ET,False
2025-2026,0022500445,2025-12-28,LA,Clippers,Detroit,Pistons,9:00 pm ET,False
2025-2026,0022500446,2025-12-28,Los Angeles,Lakers,Sacramento,Kings,9:30 pm ET,False
2025-2026,0022500457,2025-12-29,Portland,Trail Blazers,Dallas,Mavericks,11:00 pm ET,False
2025-2026,0022500453,2025-12-29,Houston,Rockets,Indiana,Pacers,8:00 pm ET,False
2025-2026,0022500456,2025-12-29,San Antonio,Spurs,Cleveland,Cavaliers,8:00 pm ET,False
2025-2026,0022500455,2025-12-29,Oklahoma City,Thunder,Atlanta,Hawks,8:00 pm ET,False
2025-2026,0022500454,2025-12-29,New Orleans,Pelicans,New York,Knicks,8:00 pm ET,False
2025-2026,0022500452,2025-12-29,Chicago,Bulls,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500450,2025-12-29,Miami,Heat,Denver,Nuggets,7:30 pm ET,False
2025-2026,0022500449,2025-12-29,Brooklyn,Nets,San Francisco,Warriors,7:30 pm ET,False
2025-2026,0022500448,2025-12-29,Washington,Wizards,Phoenix,Suns,7:00 pm ET,False
2025-2026,0022500447,2025-12-29,Charlotte,Hornets,Milwaukee,Bucks,7:00 pm ET,False
2025-2026,0022500451,2025-12-29,Toronto,Raptors,Orlando,Magic,7:30 pm ET,False
2025-2026,0022500458,2025-12-30,Memphis,Grizzlies,Philadelphia,76ers,8:00 pm ET,False
2025-2026,0022500459,2025-12-30,Utah,Jazz,Boston,Celtics,9:00 pm ET,False
2025-2026,0022500460,2025-12-30,Los Angeles,Lakers,Detroit,Pistons,10:30 pm ET,False
2025-2026,0022500461,2025-12-30,LA,Clippers,Sacramento,Kings,11:00 pm ET,False
2025-2026,0022500470,2025-12-31,Oklahoma City,Thunder,Portland,Trail Blazers,8:00 pm ET,False
2025-2026,0022500469,2025-12-31,Milwaukee,Bucks,Washington,Wizards,8:00 pm ET,False
2025-2026,0022500468,2025-12-31,Toronto,Raptors,Denver,Nuggets,7:30 pm ET,False
2025-2026,0022500467,2025-12-31,San Antonio,Spurs,New York,Knicks,7:00 pm ET,False
2025-2026,0022500462,2025-12-31,Charlotte,Hornets,San Francisco,Warriors,1:00 pm ET,False
2025-2026,0022500465,2025-12-31,Cleveland,Cavaliers,Phoenix,Suns,3:30 pm ET,False
2025-2026,0022500464,2025-12-31,Indiana,Pacers,Orlando,Magic,3:00 pm ET,False
2025-2026,0022500463,2025-12-31,Atlanta,Hawks,Minnesota,Timberwolves,3:00 pm ET,False
2025-2026,0022500466,2025-12-31,Chicago,Bulls,New Orleans,Pelicans,7:00 pm ET,False
2025-2026,0022500475,2026-01-01,LA,Clippers,Utah,Jazz,10:30 pm ET,False
2025-2026,0022500474,2026-01-01,Sacramento,Kings,Boston,Celtics,10:00 pm ET,False
2025-2026,0022500471,2026-01-01,Brooklyn,Nets,Houston,Rockets,6:00 pm ET,False
2025-2026,0022500472,2026-01-01,Detroit,Pistons,Miami,Heat,7:00 pm ET,False
2025-2026,0022500473,2026-01-01,Dallas,Mavericks,Philadelphia,76ers,8:30 pm ET,False
2025-2026,0022500476,2026-01-02,Indiana,Pacers,San Antonio,Spurs,7:00 pm ET,False
2025-2026,0022500477,2026-01-02,Washington,Wizards,Brooklyn,Nets,7:00 pm ET,False
2025-2026,0022500478,2026-01-02,Cleveland,Cavaliers,Denver,Nuggets,7:30 pm ET,False
2025-2026,0022500479,2026-01-02,New York,Knicks,Atlanta,Hawks,7:30 pm ET,False
2025-2026,0022500480,2026-01-02,Chicago,Bulls,Orlando,Magic,8:00 pm ET,False
2025-2026,0022500481,2026-01-02,Milwaukee,Bucks,Charlotte,Hornets,8:00 pm ET,False
2025-2026,0022500482,2026-01-02,New Orleans,Pelicans,Portland,Trail Blazers,8:00 pm ET,False
2025-2026,0022500483,2026-01-02,Phoenix,Suns,Sacramento,Kings,9:00 pm ET,False
2025-2026,0022500484,2026-01-02,San Francisco,Warriors,Oklahoma City,Thunder,10:00 pm ET,False
2025-2026,0022500485,2026-01-02,Los Angeles,Lakers,Memphis,Grizzlies,10:30 pm ET,False
2025-2026,0022500493,2026-01-03,LA,Clippers,Boston,Celtics,10:30 pm ET,False
2025-2026,0022500492,2026-01-03,San Francisco,Warriors,Utah,Jazz,10:00 pm ET,False
2025-2026,0022500491,2026-01-03,Dallas,Mavericks,Houston,Rockets,8:30 pm ET,False
2025-2026,0022500490,2026-01-03,San Antonio,Spurs,Portland,Trail Blazers,8:00 pm ET,False
2025-2026,0022500489,2026-01-03,Chicago,Bulls,Charlotte,Hornets,8:00 pm ET,False
2025-2026,0022500487,2026-01-03,New York,Knicks,Philadelphia,76ers,7:30 pm ET,False
2025-2026,0022500486,2026-01-03,Miami,Heat,Minnesota,Timberwolves,5:00 pm ET,False
2025-2026,0022500488,2026-01-03,Toronto,Raptors,Atlanta,Hawks,7:30 pm ET,False
2025-2026,0022500500,2026-01-04,Sacramento,Kings,Milwaukee,Bucks,9:00 pm ET,False
2025-2026,0022500499,2026-01-04,Phoenix,Suns,Oklahoma City,Thunder,8:00 pm ET,False
2025-2026,0022500498,2026-01-04,Washington,Wizards,Minnesota,Timberwolves,6:00 pm ET,False
2025-2026,0022500501,2026-01-04,Los Angeles,Lakers,Memphis,Grizzlies,9:30 pm ET,False
2025-2026,0022500496,2026-01-04,Brooklyn,Nets,Denver,Nuggets,3:30 pm ET,False
2025-2026,0022500495,2026-01-04,Orlando,Magic,Indiana,Pacers,3:00 pm ET,False
2025-2026,0022500494,2026-01-04,Cleveland,Cavaliers,Detroit,Pistons,2:00 pm ET,False
2025-2026,0022500497,2026-01-04,Miami,Heat,New Orleans,Pelicans,6:00 pm ET,False
2025-2026,0022500502,2026-01-05,Detroit,Pistons,New York,Knicks,7:00 pm ET,False
2025-2026,0022500503,2026-01-05,Boston,Celtics,Chicago,Bulls,7:30 pm ET,False
2025-2026,0022500504,2026-01-05,Toronto,Raptors,Atlanta,Hawks,7:30 pm ET,False
2025-2026,0022500505,2026-01-05,Houston,Rockets,Phoenix,Suns,8:00 pm ET,False
2025-2026,0022500506,2026-01-05,Oklahoma City,Thunder,Charlotte,Hornets,8:00 pm ET,False
2025-2026,0022500507,2026-01-05,Philadelphia,76ers,Denver,Nuggets,8:30 pm ET,False
2025-2026,0022500508,2026-01-05,LA,Clippers,San Francisco,Warriors,10:00 pm ET,False
2025-2026,0022500509,2026-01-05,Portland,Trail Blazers,Utah,Jazz,10:00 pm ET,False
2025-2026,0022500514,2026-01-06,New Orleans,Pelicans,Los Angeles,Lakers,8:00 pm ET,False
2025-2026,0022500515,2026-01-06,Sacramento,Kings,Dallas,Mavericks,11:00 pm ET,False
2025-2026,0022500513,2026-01-06,Minnesota,Timberwolves,Miami,Heat,8:00 pm ET,False
