Player,Team,PTS_per_game,AST_per_game,FG_pct,TRB_per_game,BLK_per_game,STL_per_game,3P_pct,TOV_per_game,PF_per_game,Season
Shandon Anderson,NYK,5.0,0.9,0.399,3.0,0.2,0.6,0.277,1.2,1.6,2001-02
Eddie Gill,MEM,5.0,2.1,0.424,1.2,0.1,0.5,0.318,1.5,1.7,2001-02
Ratko Varda,DET,5.0,0.0,0.667,1.0,0.0,0.0,,1.0,3.0,2001-02
Jake Voskuhl,PHO,5.0,0.3,0.554,4.2,0.4,0.2,,0.8,2.4,2001-02
John Wallace,PHO,5.0,0.6,0.435,1.8,0.2,0.2,0.385,0.6,1.3,2001-02
Ryan Bowen,DEN,4.9,0.7,0.479,4.0,0.5,1.0,0.083,0.5,2.3,2001-02
DeShawn Stevenson,UTA,4.9,1.7,0.385,2.0,0.4,0.4,0.08,1.0,1.2,2001-02
Scott Williams,DEN,4.9,0.3,0.396,5.1,0.8,0.4,0.0,0.9,2.4,2001-02
Marc Jackson,2TM,4.8,0.4,0.366,3.3,0.2,0.3,0.0,0.8,1.8,2001-02
Marc Jackson,GSW,4.9,0.4,0.338,2.5,0.2,0.3,,0.7,1.5,2001-02
Marc Jackson,MIN,4.6,0.3,0.384,3.9,0.1,0.3,0.0,0.8,2.0,2001-02
Adonal Foyle,GSW,4.8,0.5,0.444,4.9,2.1,0.5,,1.0,2.3,2001-02
Trajan Langdon,CLE,4.8,1.4,0.398,1.3,0.1,0.3,0.365,0.9,1.1,2001-02
Hanno Möttölä,ATL,4.8,0.6,0.44,3.3,0.2,0.2,0.077,0.9,2.1,2001-02
Lawrence Funderburke,SAC,4.7,0.6,0.469,3.5,0.3,0.2,0.0,0.6,1.2,2001-02
Stanislav Medvedenko,LAL,4.7,0.6,0.477,2.2,0.2,0.4,0.0,0.6,1.7,2001-02
Stacey Augmon,CHH,4.6,1.3,0.427,2.9,0.2,0.7,0.0,0.7,1.5,2001-02
Michael Doleac,CLE,4.6,0.6,0.417,4.0,0.3,0.4,,0.9,2.3,2001-02
Danny Ferry,SAS,4.6,1.0,0.429,1.8,0.2,0.3,0.434,0.4,1.4,2001-02
Dan Majerle,PHO,4.6,1.4,0.343,2.7,0.2,0.7,0.336,0.5,1.6,2001-02
Sean Marks,MIA,4.6,0.4,0.432,3.6,0.5,0.2,,0.9,1.9,2001-02
Vitaly Potapenko,BOS,4.6,0.4,0.455,4.4,0.2,0.5,,0.8,2.2,2001-02
Bo Outlaw,2TM,4.5,1.5,0.555,4.4,1.1,0.8,0.5,1.2,2.5,2001-02
Bo Outlaw,ORL,3.4,0.5,0.619,2.9,0.9,0.9,,1.1,2.3,2001-02
Bo Outlaw,PHO,4.7,1.7,0.55,4.6,1.1,0.8,0.5,1.2,2.5,2001-02
Kwame Brown,WAS,4.5,0.8,0.387,3.5,0.5,0.3,0.0,0.8,1.8,2001-02
Jason Collins,NJN,4.5,1.1,0.421,3.9,0.6,0.4,0.5,0.9,2.2,2001-02
Art Long,SEA,4.5,0.7,0.492,4.0,0.4,0.3,,1.0,2.9,2001-02
Mark Strickland,ATL,4.5,0.4,0.446,2.8,0.4,0.4,0.25,0.6,1.0,2001-02
Howard Eisley,NYK,4.4,2.6,0.337,1.3,0.1,0.6,0.241,1.4,1.4,2001-02
Fred Hoiberg,CHI,4.4,1.7,0.416,2.7,0.1,0.8,0.261,0.4,1.1,2001-02
John Starks,UTA,4.4,1.1,0.368,1.0,0.0,0.5,0.305,0.8,1.9,2001-02
Shammond Williams,SEA,4.4,1.7,0.42,1.3,0.0,0.4,0.373,0.7,0.7,2001-02
Malik Allen,MIA,4.3,0.4,0.431,3.2,0.7,0.3,0.0,0.2,1.3,2001-02
Jason Caffey,MIL,4.3,0.5,0.5,2.2,0.2,0.2,0.0,0.8,1.7,2001-02
Anthony Carter,MIA,4.3,4.7,0.342,2.5,0.1,1.1,0.053,1.6,1.8,2001-02
Darvin Ham,MIL,4.3,1.0,0.569,2.9,0.5,0.4,0.143,1.2,2.5,2001-02
Jaren Jackson,ORL,4.3,0.9,0.405,1.9,0.0,0.6,0.35,0.9,1.4,2001-02
Vladimir Stepania,MIA,4.3,0.2,0.47,4.0,0.7,0.4,0.5,0.8,1.5,2001-02
Etan Thomas,WAS,4.3,0.1,0.536,3.9,0.7,0.4,,0.6,1.6,2001-02
Jason Collier,HOU,4.2,0.4,0.432,3.3,0.2,0.2,0.0,0.5,1.6,2001-02
Johnny Newman,DAL,4.2,0.3,0.453,1.0,0.1,0.6,0.386,0.4,1.9,2001-02
Bryant Stith,CLE,4.2,0.8,0.372,1.7,0.1,0.6,0.353,0.6,0.8,2001-02
Earl Boykins,LAC,4.1,2.1,0.4,0.8,0.0,0.3,0.31,0.6,0.6,2001-02
Shawn Bradley,DAL,4.1,0.4,0.479,3.3,1.2,0.5,0.0,0.5,2.4,2001-02
Chris Childs,TOR,4.1,5.1,0.328,2.2,0.1,0.8,0.275,1.8,2.6,2001-02
Keyon Dooling,LAC,4.1,0.9,0.386,0.2,0.2,0.3,0.286,0.7,1.4,2001-02
Steve Kerr,POR,4.1,1.0,0.47,0.9,0.0,0.2,0.394,0.4,0.8,2001-02
Mitch Richmond,LAL,4.1,0.9,0.405,1.5,0.1,0.3,0.29,0.6,1.0,2001-02
Nick Anderson,MEM,4.0,0.9,0.276,2.2,0.4,0.4,0.271,0.9,1.1,2001-02
Michael Curry,DET,4.0,1.5,0.453,2.0,0.1,0.6,0.269,0.7,2.5,2001-02
Quincy Lewis,UTA,4.0,1.0,0.448,1.2,0.3,0.6,0.167,0.9,2.5,2001-02
Danny Manning,DAL,4.0,0.7,0.477,2.6,0.5,0.5,0.143,0.6,2.0,2001-02
Mamadou N'Diaye,TOR,4.0,0.0,0.6,2.2,0.4,0.0,,0.2,1.2,2001-02
Lavor Postell,NYK,4.0,0.2,0.333,0.7,0.0,0.3,0.231,0.5,0.3,2001-02
Antonis Fotsis,MEM,3.9,0.4,0.404,2.2,0.4,0.3,0.304,0.8,0.8,2001-02
Stephen Jackson,SAS,3.9,0.5,0.374,1.1,0.1,0.7,0.25,1.0,1.3,2001-02
Robert Pack,MIN,3.9,3.1,0.368,1.4,0.0,0.8,0.25,1.3,2.0,2001-02
Shawnelle Scott,DEN,3.9,0.4,0.493,4.9,0.3,0.1,,0.7,2.3,2001-02
Joe Crispin,2TM,3.8,1.2,0.382,0.5,0.0,0.2,0.385,0.5,0.5,2001-02
Joe Crispin,LAL,1.7,0.3,0.25,0.2,0.0,0.2,0.0,0.2,0.3,2001-02
Joe Crispin,PHO,4.6,1.6,0.411,0.7,0.0,0.3,0.429,0.6,0.5,2001-02
George Lynch,CHH,3.8,1.2,0.369,4.1,0.3,0.9,0.167,0.9,1.7,2001-02
Walter McCarty,BOS,3.8,0.7,0.444,2.3,0.1,0.3,0.394,0.4,1.5,2001-02
Terence Morris,HOU,3.8,0.9,0.384,3.1,0.4,0.3,0.192,0.7,1.1,2001-02
Charles Oakley,CHI,3.8,2.0,0.369,6.0,0.2,0.9,0.167,1.5,3.1,2001-02
Dalibor Bagarić,CHI,3.7,0.5,0.404,3.2,0.5,0.3,0.0,0.9,2.2,2001-02
Bobby Simmons,WAS,3.7,0.6,0.453,1.7,0.2,0.4,0.286,0.5,1.0,2001-02
Robert Traylor,CHH,3.7,0.6,0.426,3.1,0.6,0.4,1.0,0.7,2.1,2001-02
Isaac Austin,MEM,3.6,0.6,0.391,3.4,0.2,0.4,0.0,0.5,1.7,2001-02
Corie Blount,PHI,3.6,0.6,0.458,5.1,0.4,0.7,0.0,0.7,2.4,2001-02
Steven Hunter,ORL,3.6,0.1,0.456,1.8,0.8,0.1,,0.3,1.5,2001-02
Earl Watson,SEA,3.6,2.0,0.453,1.3,0.1,0.9,0.364,0.8,1.5,2001-02
Rafer Alston,MIL,3.5,2.9,0.346,1.4,0.0,0.6,0.38,0.8,0.8,2001-02
Rodney White,DET,3.5,0.8,0.35,1.1,0.1,0.6,0.222,0.9,0.4,2001-02
Raja Bell,PHI,3.4,1.0,0.429,1.5,0.1,0.3,0.273,0.6,1.5,2001-02
Mookie Blaylock,GSW,3.4,3.3,0.342,1.5,0.1,0.7,0.357,1.1,0.6,2001-02
Matt Bullard,CHH,3.4,0.5,0.339,1.5,0.1,0.1,0.281,0.4,0.9,2001-02
Bryce Drew,CHH,3.4,1.7,0.429,1.2,0.0,0.5,0.425,0.5,0.8,2001-02
Tremaine Fowlkes,LAC,3.4,0.8,0.391,2.9,0.0,0.5,,0.6,1.8,2001-02
Brian Skinner,CLE,3.4,0.3,0.543,4.3,0.9,0.4,,0.6,2.0,2001-02
Milt Palacio,2TM,3.3,1.2,0.383,1.1,0.1,0.4,0.317,0.6,0.9,2001-02
Milt Palacio,BOS,3.7,1.3,0.385,1.2,0.1,0.5,0.353,0.6,0.9,2001-02
Milt Palacio,PHO,2.8,1.0,0.38,0.8,0.0,0.3,0.143,0.6,0.8,2001-02
Ira Bowman,PHI,3.3,0.3,0.714,0.3,0.0,0.7,0.0,0.0,1.0,2001-02
Vonteego Cummings,PHI,3.3,1.0,0.417,0.9,0.1,0.3,0.261,0.6,0.9,2001-02
Sam Mack,MIA,3.3,0.3,0.286,1.2,0.1,0.4,0.25,0.6,1.4,2001-02
Sam Mitchell,MIN,3.3,0.6,0.432,1.1,0.1,0.2,0.286,0.4,1.1,2001-02
Greg Ostertag,UTA,3.3,0.7,0.453,4.2,1.5,0.2,,0.7,2.1,2001-02
Don Reid,ORL,3.3,0.4,0.474,2.6,0.6,0.3,,0.8,2.6,2001-02
Jabari Smith,2TM,3.2,0.5,0.413,1.2,0.3,0.3,0.0,0.2,1.3,2001-02
Jabari Smith,SAC,1.5,0.5,0.286,1.2,0.3,0.2,0.0,0.2,1.0,2001-02
Jabari Smith,PHI,5.0,0.5,0.476,1.3,0.2,0.4,0.0,0.3,1.7,2001-02
Derrick Dial,2TM,3.2,1.1,0.342,1.8,0.1,0.3,0.091,0.5,0.4,2001-02
Derrick Dial,NJN,2.9,1.2,0.319,1.8,0.2,0.3,0.0,0.5,0.5,2001-02
Derrick Dial,TOR,4.0,0.6,0.423,1.6,0.0,0.3,0.25,0.4,0.1,2001-02
John Amaechi,UTA,3.2,0.5,0.325,2.0,0.2,0.1,,1.0,1.2,2001-02
Bimbo Coles,CLE,3.2,2.3,0.384,1.2,0.1,0.3,0.2,0.7,1.3,2001-02
Randy Livingston,SEA,3.2,2.0,0.278,1.9,0.2,0.7,0.125,0.2,0.8,2001-02
Gerald Wallace,SAC,3.2,0.5,0.429,1.6,0.1,0.4,0.0,0.4,0.9,2001-02
Erick Barkley,POR,3.1,1.8,0.353,0.9,0.1,0.9,0.143,0.6,1.5,2001-02
Cal Bowdler,ATL,3.1,0.2,0.351,2.1,0.3,0.3,0.2,0.2,1.2,2001-02
Tierre Brown,HOU,3.1,1.8,0.426,1.1,0.1,0.5,0.333,1.0,0.7,2001-02
Alton Ford,PHO,3.1,0.1,0.517,2.0,0.1,0.1,,0.6,1.9,2001-02
Dan Langhi,HOU,3.1,0.4,0.392,2.0,0.1,0.2,0.25,0.3,0.7,2001-02
Carlos Arroyo,2TM,3.0,1.9,0.441,1.1,0.0,0.3,0.0,0.6,0.8,2001-02
Carlos Arroyo,TOR,1.8,1.2,0.448,0.7,0.0,0.4,,0.7,0.7,2001-02
Carlos Arroyo,DEN,4.1,2.5,0.439,1.4,0.1,0.3,0.0,0.6,0.9,2001-02
Chris Andersen,DEN,3.0,0.3,0.338,3.2,1.2,0.3,0.0,0.5,1.5,2001-02
Cedric Henderson,GSW,3.0,0.3,0.484,0.3,0.2,0.5,0.5,0.7,0.3,2001-02
Sean Rooks,LAC,3.0,0.4,0.418,2.0,0.3,0.2,,0.3,1.9,2001-02
Derrick McKey,PHI,2.9,1.1,0.426,3.1,0.1,1.0,0.417,0.5,2.2,2001-02
Brian Shaw,LAL,2.9,1.5,0.353,1.9,0.1,0.4,0.33,0.6,0.7,2001-02
Mike James,MIA,2.8,1.3,0.349,0.9,0.1,0.4,0.381,0.9,1.1,2001-02
Anthony Johnson,NJN,2.8,1.4,0.411,0.9,0.0,0.9,0.333,0.6,0.9,2001-02
Mark Madsen,LAL,2.8,0.7,0.452,2.7,0.2,0.3,0.0,0.4,1.8,2001-02
Zach Randolph,POR,2.8,0.3,0.449,1.7,0.1,0.2,,0.4,0.7,2001-02
Norm Richardson,2TM,2.7,0.2,0.385,0.7,0.0,0.0,0.5,0.3,0.5,2001-02
Norm Richardson,IND,0.0,0.3,0.0,0.3,0.0,0.0,,0.0,0.0,2001-02
Norm Richardson,CHI,3.8,0.1,0.435,0.9,0.0,0.0,0.5,0.4,0.6,2001-02
Victor Alexander,DET,2.7,0.4,0.353,1.9,0.1,0.0,0.0,0.3,0.4,2001-02
Andrew DeClercq,ORL,2.7,0.4,0.45,2.7,0.4,0.4,,0.6,2.1,2001-02
Joel Przybilla,MIL,2.7,0.3,0.535,4.0,1.7,0.3,0.0,0.6,2.8,2001-02
Carlos Rogers,IND,2.7,0.1,0.558,1.7,0.3,0.2,0.167,0.2,0.8,2001-02
Daniel Santiago,PHO,2.7,0.7,0.5,2.3,0.3,0.0,,0.7,1.3,2001-02
Reggie Slater,2TM,2.6,0.1,0.467,1.1,0.1,0.1,,0.1,0.4,2001-02
Reggie Slater,NJN,1.3,0.0,1.0,0.5,0.0,0.0,,0.3,0.3,2001-02
Reggie Slater,ATL,4.0,0.3,0.385,1.8,0.3,0.3,,0.0,0.5,2001-02
Mitchell Butler,POR,2.6,0.5,0.435,1.3,0.1,0.0,0.333,0.5,0.9,2001-02
Jason Hart,SAS,2.6,1.2,0.526,1.3,0.1,0.7,0.0,0.8,1.6,2001-02
Ervin Johnson,MIL,2.6,0.3,0.461,5.8,1.0,0.5,0.0,0.6,2.7,2001-02
Mikki Moore,DET,2.6,0.4,0.475,1.8,0.3,0.2,0.5,0.5,1.2,2001-02
William Avery,MIN,2.5,1.3,0.289,0.9,0.0,0.3,0.171,0.7,0.6,2001-02
Felipe López,MIN,2.5,0.6,0.378,1.2,0.0,0.3,0.424,0.5,1.1,2001-02
Jermaine Jackson,TOR,2.4,2.4,0.476,1.1,0.0,0.4,0.5,0.6,1.0,2001-02
Eric Montross,TOR,2.4,0.3,0.402,2.9,0.5,0.2,0.0,0.5,1.9,2001-02
Kedrick Brown,BOS,2.2,0.5,0.329,1.7,0.2,0.6,0.185,0.2,0.6,2001-02
Mateen Cleaves,SAC,2.2,0.8,0.441,0.3,0.0,0.2,0.25,0.8,0.3,2001-02
Tang Hamilton,MIA,2.2,0.6,0.526,2.0,0.0,0.4,0.0,0.2,1.1,2001-02
Harold Jamison,LAC,2.2,0.2,0.512,1.6,0.0,0.2,,0.2,0.9,2001-02
Doug Overton,LAC,2.2,0.7,0.318,0.7,0.1,0.2,0.259,0.7,0.6,2001-02
Leon Smith,ATL,2.2,0.2,0.385,2.2,0.1,0.4,,0.2,0.9,2001-02
Mark Blount,BOS,2.1,0.2,0.421,1.9,0.4,0.4,,0.5,1.3,2001-02
Rick Brunson,POR,2.1,1.9,0.398,1.2,0.0,0.4,0.545,0.8,0.9,2001-02
Brian Cardinal,DET,2.1,0.3,0.462,0.8,0.0,0.1,0.429,0.0,0.6,2001-02
Maurice Evans,MIN,2.1,0.4,0.474,0.4,0.0,0.0,0.0,0.2,0.9,2001-02
Dean Oliver,GSW,2.1,1.1,0.37,0.4,0.0,0.2,0.154,0.6,0.8,2001-02
Brian Scalabrine,NJN,2.1,0.8,0.343,1.8,0.1,0.3,0.3,0.9,1.4,2001-02
Primož Brezec,IND,2.0,0.3,0.483,1.3,0.3,0.0,,0.3,1.3,2001-02
Evan Eschmeyer,DAL,2.0,0.3,0.42,3.2,0.3,0.3,,0.5,1.9,2001-02
Travis Knight,NYK,2.0,0.2,0.363,2.1,0.2,0.2,,0.6,1.9,2001-02
Michael Stewart,TOR,2.0,0.3,0.348,2.3,0.3,0.4,,0.4,2.0,2001-02
Mark Bryant,SAS,1.9,0.3,0.455,1.5,0.1,0.2,,0.2,1.3,2001-02
Obinna Ekezie,LAC,1.9,0.1,0.333,1.2,0.2,0.1,,0.3,0.6,2001-02
Amal McCaskill,SAS,1.9,0.1,0.408,1.3,0.4,0.2,,0.5,0.9,2001-02
Mark Pope,MIL,1.9,0.4,0.396,1.6,0.2,0.2,0.16,0.3,1.0,2001-02
Brandon Armstrong,NJN,1.8,0.2,0.318,0.5,0.0,0.2,0.294,0.2,0.7,2001-02
Isaac Fontaine,MEM,1.8,0.7,0.214,0.8,0.0,0.0,0.2,0.7,1.0,2001-02
Antonio Harvey,SEA,1.8,1.0,0.333,1.8,0.6,0.2,,0.6,1.6,2001-02
Loren Woods,MIN,1.8,0.4,0.344,2.0,0.6,0.3,0.0,0.6,1.0,2001-02
Jud Buechler,2TM,1.7,0.5,0.373,1.8,0.1,0.3,0.35,0.2,0.8,2001-02
Jud Buechler,PHO,1.0,0.5,0.333,1.3,0.0,0.2,0.333,0.2,1.2,2001-02
Jud Buechler,ORL,1.8,0.5,0.375,1.8,0.1,0.3,0.352,0.2,0.8,2001-02
Kirk Haston,CHH,1.7,0.3,0.282,1.3,0.1,0.0,0.0,0.2,0.6,2001-02
Mike Penberthy,LAL,1.7,0.7,0.5,0.7,0.0,0.7,,0.0,0.0,2001-02
Brent Price,SAC,1.6,0.5,0.333,0.4,0.1,0.2,0.267,0.5,0.7,2001-02
Samuel Dalembert,PHI,1.5,0.1,0.44,2.0,0.4,0.2,,0.4,0.9,2001-02
Donny Marshall,NJN,1.5,0.3,0.276,1.1,0.0,0.2,0.5,0.1,0.7,2001-02
Olumide Oyedeji,SEA,1.5,0.1,0.537,2.2,0.1,0.1,,0.4,1.0,2001-02
Cherokee Parks,SAS,1.5,0.2,0.361,1.4,0.2,0.2,,0.3,0.8,2001-02
Larry Robinson,NYK,1.5,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.5,2001-02
Bruno Šundov,IND,1.5,0.1,0.4,1.0,0.1,0.1,0.0,0.2,0.7,2001-02
Jeff Trepagnier,CLE,1.5,1.0,0.304,1.0,0.3,0.7,0.0,0.9,0.7,2001-02
Damone Brown,PHI,1.4,0.1,0.381,0.2,0.1,0.1,0.0,0.5,0.6,2001-02
DeSagana Diop,CLE,1.4,0.3,0.414,0.9,0.6,0.1,,0.7,1.1,2001-02
Jeryl Sasser,ORL,1.4,0.3,0.214,1.0,0.0,0.4,,0.3,0.4,2001-02
Tim James,PHI,1.3,0.1,0.385,0.8,0.1,0.0,,0.3,0.6,2001-02
Ruben Boumtje-Boumtje,POR,1.2,0.1,0.406,1.7,0.5,0.1,,0.4,1.2,2001-02
Michael Bradley,TOR,1.2,0.1,0.52,0.9,0.2,0.0,0.0,0.2,0.4,2001-02
Chucky Brown,SAC,1.2,0.3,0.37,1.8,0.2,0.1,,0.3,0.7,2001-02
Greg Foster,MIL,1.2,0.2,0.222,1.3,0.0,0.0,0.0,0.0,0.7,2001-02
Jelani McCoy,LAL,1.2,0.3,0.571,1.2,0.2,0.0,,0.4,0.7,2001-02
Charlie Bell,2TM,1.1,0.3,0.273,0.7,0.0,0.0,0.0,0.7,0.4,2001-02
Charlie Bell,PHO,1.6,0.4,0.273,0.8,0.0,0.0,0.0,1.0,0.6,2001-02
Charlie Bell,DAL,0.0,0.0,,0.5,0.0,0.0,,0.0,0.0,2001-02
Dean Garrett,2TM,1.1,0.1,0.327,1.7,0.3,0.2,,0.3,0.9,2001-02
Dean Garrett,MIN,1.0,0.1,0.35,1.6,0.3,0.2,,0.2,0.9,2001-02
Dean Garrett,GSW,1.6,0.2,0.267,2.0,0.2,0.4,,0.6,1.2,2001-02
Chris Dudley,POR,1.1,0.3,0.4,1.9,0.3,0.1,0.0,0.3,1.0,2001-02
Alvin Jones,PHI,1.1,0.1,0.4,1.6,0.4,0.1,,0.5,1.5,2001-02
Jérôme Moïso,CHH,1.1,0.3,0.4,1.7,0.1,0.2,,0.5,0.8,2001-02
Michael Ruffin,PHI,1.1,0.3,0.269,3.4,0.5,0.3,,0.7,1.5,2001-02
Dee Brown,ORL,1.0,0.3,0.15,1.3,0.1,0.4,0.083,0.6,0.6,2001-02
Ernest Brown,MIA,1.0,0.0,0.167,2.0,0.3,0.0,,1.0,1.3,2001-02
Vinny Del Negro,PHO,1.0,1.0,0.25,0.0,0.0,0.0,,0.0,0.0,2001-02
Felton Spencer,NYK,0.9,0.1,0.231,1.6,0.3,0.2,,0.4,2.3,2001-02
Eldridge Recasner,2TM,0.8,0.8,0.333,0.0,0.0,0.2,0.0,0.2,0.7,2001-02
Eldridge Recasner,CHH,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,2001-02
Eldridge Recasner,LAC,1.0,1.0,0.333,0.0,0.0,0.2,0.0,0.2,0.6,2001-02
Joseph Forte,BOS,0.8,0.8,0.083,0.8,0.0,0.3,0.0,0.4,0.1,2001-02
Matt Geiger,PHI,0.8,0.0,0.125,1.5,0.5,0.0,,0.5,0.5,2001-02
Steve Goodrich,NJN,0.6,0.6,0.2,0.6,0.2,0.1,,0.3,1.1,2001-02
Jamison Brewer,IND,0.3,0.7,0.4,0.6,0.0,0.2,0.0,0.2,0.2,2001-02
Darrick Martin,DAL,0.3,1.0,0.0,0.3,0.0,0.7,0.0,0.3,1.3,2001-02
Randy Brown,BOS,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,1.0,2001-02
Dickey Simpkins,ATL,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,2001-02
League Average,,,,0.445,,,,0.354,,,2001-02
Tracy McGrady,ORL,32.1,5.5,0.457,6.5,0.8,1.7,0.386,2.6,2.1,2002-03
Kobe Bryant,LAL,30.0,5.9,0.451,6.9,0.8,2.2,0.383,3.5,2.7,2002-03
Allen Iverson,PHI,27.6,5.5,0.414,4.2,0.2,2.7,0.277,3.5,1.8,2002-03
Shaquille O'Neal,LAL,27.5,3.1,0.574,11.1,2.4,0.6,,2.9,3.4,2002-03
Paul Pierce,BOS,25.9,4.4,0.416,7.3,0.8,1.8,0.302,3.6,2.9,2002-03
Dirk Nowitzki,DAL,25.1,3.0,0.463,9.9,1.0,1.4,0.379,1.9,2.6,2002-03
Tim Duncan,SAS,23.3,3.9,0.513,12.9,2.9,0.7,0.273,3.1,2.9,2002-03
Kevin Garnett,MIN,23.0,6.0,0.502,13.4,1.6,1.4,0.282,2.8,2.4,2002-03
Chris Webber,SAC,23.0,5.4,0.461,10.5,1.3,1.6,0.238,3.2,3.0,2002-03
Ray Allen,2TM,22.5,4.4,0.439,5.0,0.2,1.4,0.377,2.6,2.9,2002-03
Ray Allen,MIL,21.3,3.5,0.437,4.6,0.2,1.2,0.395,2.5,3.2,2002-03
Ray Allen,SEA,24.5,5.9,0.441,5.6,0.1,1.6,0.351,2.8,2.4,2002-03
Allan Houston,NYK,22.5,2.7,0.445,2.8,0.1,0.7,0.396,2.2,2.3,2002-03
Stephon Marbury,PHO,22.3,8.1,0.439,3.2,0.2,1.3,0.301,3.2,2.5,2002-03
Antawn Jamison,GSW,22.2,1.9,0.47,7.0,0.5,0.9,0.311,2.2,2.4,2002-03
Jalen Rose,CHI,22.1,4.8,0.406,4.3,0.3,0.9,0.37,3.5,3.3,2002-03
Jamal Mashburn,NOH,21.6,5.6,0.422,6.1,0.2,1.0,0.389,2.8,2.4,2002-03
Jerry Stackhouse,WAS,21.5,4.5,0.409,3.7,0.4,0.9,0.29,2.8,1.9,2002-03
Shawn Marion,PHO,21.2,2.4,0.452,9.5,1.2,2.3,0.387,1.9,2.6,2002-03
Steve Francis,HOU,21.0,6.2,0.435,6.2,0.5,1.7,0.354,3.7,3.1,2002-03
Jermaine O'Neal,IND,20.8,2.0,0.484,10.3,2.3,0.9,0.333,2.3,3.6,2002-03
Glenn Robinson,ATL,20.8,3.0,0.432,6.6,0.4,1.3,0.342,3.6,2.7,2002-03
Vince Carter,TOR,20.6,3.3,0.467,4.4,1.0,1.1,0.344,1.7,2.8,2002-03
Ricky Davis,CLE,20.6,5.5,0.41,4.9,0.5,1.6,0.363,3.5,2.3,2002-03
Karl Malone,UTA,20.6,4.7,0.462,7.8,0.4,1.7,0.214,2.6,2.5,2002-03
Gary Payton,2TM,20.4,8.3,0.454,4.2,0.3,1.7,0.297,2.3,2.3,2002-03
Gary Payton,SEA,20.8,8.8,0.448,4.8,0.2,1.8,0.298,2.5,2.3,2002-03
Gary Payton,MIL,19.6,7.4,0.466,3.1,0.3,1.4,0.294,2.0,2.3,2002-03
Antoine Walker,BOS,20.1,4.8,0.388,7.2,0.4,1.5,0.323,3.3,2.8,2002-03
Michael Jordan,WAS,20.0,3.8,0.445,6.1,0.5,1.5,0.291,2.1,2.1,2002-03
Shareef Abdur-Rahim,ATL,19.9,3.0,0.478,8.4,0.5,1.1,0.35,2.6,3.0,2002-03
Sam Cassell,MIL,19.7,5.8,0.47,4.4,0.2,1.1,0.362,2.3,2.8,2002-03
Richard Hamilton,DET,19.7,2.5,0.443,3.9,0.2,0.8,0.269,2.4,3.0,2002-03
Michael Finley,DAL,19.3,3.0,0.425,5.8,0.3,1.1,0.37,1.7,1.5,2002-03
Peja Stojaković,SAC,19.2,2.0,0.481,5.5,0.1,1.0,0.382,1.4,2.0,2002-03
Pau Gasol,MEM,19.0,2.8,0.51,8.8,1.8,0.4,0.1,2.6,2.7,2002-03
Jason Kidd,NJN,18.7,8.9,0.414,6.3,0.3,2.2,0.341,3.7,1.6,2002-03
Elton Brand,LAC,18.5,2.5,0.502,11.3,2.5,1.1,0.0,2.6,3.3,2002-03
Eddie Jones,MIA,18.5,3.7,0.423,4.8,0.7,1.4,0.407,1.8,2.9,2002-03
Juwan Howard,DEN,18.4,3.0,0.45,7.6,0.4,1.0,0.5,2.5,3.1,2002-03
Gilbert Arenas,GSW,18.3,6.3,0.431,4.7,0.2,1.5,0.348,3.5,3.2,2002-03
Rashard Lewis,SEA,18.1,1.7,0.452,6.5,0.5,1.3,0.346,1.9,2.7,2002-03
Rasheed Wallace,POR,18.1,2.1,0.471,7.4,1.0,0.9,0.358,1.9,3.0,2002-03
Steve Nash,DAL,17.7,7.3,0.465,2.9,0.1,1.0,0.413,2.3,1.6,2002-03
Matt Harpring,UTA,17.6,1.7,0.511,6.6,0.2,0.9,0.413,2.1,2.8,2002-03
Wally Szczerbiak,MIN,17.6,2.6,0.481,4.6,0.4,0.8,0.421,1.7,2.4,2002-03
Cuttino Mobley,HOU,17.5,2.8,0.434,4.2,0.5,1.3,0.352,2.3,2.5,2002-03
Zydrunas Ilgauskas,CLE,17.2,1.6,0.441,7.5,1.9,0.7,0.0,2.6,3.4,2002-03
Jason Terry,ATL,17.2,7.4,0.428,3.4,0.2,1.6,0.371,3.1,2.2,2002-03
Baron Davis,NOH,17.1,6.4,0.416,3.7,0.4,1.8,0.35,2.8,3.0,2002-03
Corey Maggette,LAC,16.8,1.9,0.444,5.0,0.3,0.9,0.35,2.3,3.0,2002-03
Kenyon Martin,NJN,16.7,2.4,0.47,8.3,0.9,1.3,0.209,2.5,3.8,2002-03
David Wesley,NOH,16.7,3.4,0.433,2.4,0.1,1.5,0.424,1.8,2.4,2002-03
Latrell Sprewell,NYK,16.4,4.5,0.403,3.9,0.3,1.4,0.372,2.3,1.8,2002-03
Chauncey Billups,DET,16.2,3.9,0.421,3.7,0.2,0.9,0.392,1.8,1.8,2002-03
Mike Bibby,SAC,15.9,5.2,0.47,2.7,0.1,1.3,0.409,2.3,1.7,2002-03
Keith Van Horn,PHI,15.9,1.3,0.482,7.1,0.4,0.9,0.369,2.0,3.4,2002-03
Mike Miller,2TM,15.6,2.6,0.434,5.2,0.3,0.6,0.363,1.9,2.7,2002-03
