Player,Team,PTS_per_game,AST_per_game,FG_pct,TRB_per_game,BLK_per_game,STL_per_game,3P_pct,TOV_per_game,PF_per_game,Season
Sam Merrill,MIL,3.0,0.7,0.444,1.0,0.0,0.3,0.447,0.3,0.6,2020-21
Reggie Perry,BRK,3.0,0.5,0.41,2.8,0.2,0.2,0.19,0.6,1.5,2020-21
Thanasis Antetokounmpo,MIL,2.9,0.8,0.489,2.2,0.2,0.4,0.241,0.8,1.3,2020-21
Trent Forrest,UTA,2.9,1.5,0.451,1.5,0.1,0.3,0.192,0.7,0.7,2020-21
Bruno Caboclo,HOU,2.8,0.2,0.471,2.3,0.3,0.0,0.0,0.7,1.0,2020-21
Matthew Dellavedova,CLE,2.8,4.5,0.25,1.8,0.1,0.3,0.16,0.5,1.6,2020-21
Harry Giles,POR,2.8,0.8,0.433,3.5,0.3,0.2,0.348,0.5,1.4,2020-21
Kyle Guy,SAC,2.8,1.0,0.33,1.1,0.0,0.2,0.283,0.4,0.6,2020-21
Markus Howard,DEN,2.8,0.5,0.377,0.6,0.0,0.1,0.277,0.5,0.6,2020-21
Didi Louzada,NOP,2.7,1.0,0.231,1.0,0.0,0.7,0.25,1.0,1.7,2020-21
Frank Ntilikina,NYK,2.7,0.6,0.367,0.9,0.1,0.5,0.479,0.3,1.4,2020-21
Keita Bates-Diop,SAS,2.6,0.4,0.448,1.6,0.2,0.4,0.294,0.2,0.4,2020-21
Amida Brimah,IND,2.6,0.2,0.625,1.6,1.0,0.0,,0.8,0.8,2020-21
Josh Green,DAL,2.6,0.7,0.452,2.0,0.1,0.4,0.16,0.4,0.9,2020-21
Grant Riller,CHO,2.6,0.4,0.667,0.1,0.0,0.1,0.5,0.1,0.0,2020-21
Anderson Varejão,CLE,2.6,0.6,0.25,4.0,0.4,0.0,0.0,0.2,0.6,2020-21
Jordan Bell,2TM,2.5,1.2,0.318,4.0,0.8,0.5,0.0,0.7,1.2,2020-21
Jordan Bell,WAS,2.8,1.0,0.35,3.8,0.6,0.6,0.0,0.6,1.0,2020-21
Jordan Bell,GSW,1.0,2.0,0.0,5.0,2.0,0.0,,1.0,2.0,2020-21
Tacko Fall,BOS,2.5,0.2,0.724,2.7,1.1,0.1,,0.3,1.2,2020-21
Rondae Hollis-Jefferson,POR,2.5,1.2,0.5,2.4,0.4,0.2,0.0,0.2,1.4,2020-21
Tre Jones,SAS,2.5,1.1,0.474,0.6,0.0,0.2,0.6,0.4,0.4,2020-21
KZ Okpala,MIA,2.5,0.5,0.375,1.8,0.3,0.3,0.24,0.4,1.6,2020-21
Gary Payton II,GSW,2.5,0.1,0.769,1.1,0.1,0.6,0.5,0.1,0.8,2020-21
Mfiondu Kabengele,2TM,2.4,0.4,0.371,1.5,0.3,0.2,0.26,0.4,0.9,2020-21
Mfiondu Kabengele,LAC,1.2,0.2,0.281,0.6,0.1,0.1,0.222,0.3,0.8,2020-21
Mfiondu Kabengele,CLE,4.3,0.8,0.421,2.9,0.6,0.4,0.281,0.6,1.1,2020-21
Wes Iwundu,2TM,2.4,0.4,0.333,2.2,0.1,0.4,0.122,0.5,1.2,2020-21
Wes Iwundu,DAL,2.1,0.4,0.327,1.9,0.1,0.4,0.13,0.3,1.1,2020-21
Wes Iwundu,NOP,2.8,0.4,0.34,2.6,0.1,0.3,0.111,0.7,1.3,2020-21
Vernon Carey Jr.,CHO,2.4,0.1,0.5,1.4,0.3,0.1,0.143,0.3,0.7,2020-21
Jeremiah Martin,CLE,2.4,0.4,0.273,0.8,0.2,0.6,0.25,0.7,0.1,2020-21
Rayjon Tucker,PHI,2.4,0.4,0.5,0.8,0.0,0.1,0.286,0.3,0.6,2020-21
Jarrell Brantley,UTA,2.3,0.5,0.481,1.0,0.1,0.3,0.429,0.3,0.6,2020-21
CJ Elleby,POR,2.3,0.3,0.379,1.1,0.1,0.2,0.206,0.2,0.9,2020-21
Justin Robinson,OKC,2.3,1.0,0.333,0.8,0.0,0.3,0.286,0.2,1.1,2020-21
Quinndary Weatherspoon,SAS,2.3,0.4,0.457,0.6,0.1,0.4,0.167,0.5,0.9,2020-21
Bol Bol,DEN,2.2,0.2,0.431,0.8,0.3,0.1,0.375,0.4,0.4,2020-21
Sean McDermott,MEM,2.2,0.2,0.394,1.1,0.2,0.1,0.227,0.2,0.4,2020-21
Shaquille Harrison,2TM,2.1,0.7,0.333,1.4,0.1,0.5,0.188,0.3,1.0,2020-21
Shaquille Harrison,UTA,1.0,0.5,0.3,0.5,0.0,0.1,0.0,0.3,0.2,2020-21
Shaquille Harrison,DEN,3.3,0.9,0.345,2.3,0.3,0.9,0.214,0.4,1.8,2020-21
Chris Silva,2TM,2.1,0.4,0.625,1.8,0.4,0.1,1.0,0.7,1.6,2020-21
Chris Silva,MIA,2.7,0.5,0.692,2.3,0.5,0.1,1.0,0.8,1.8,2020-21
Chris Silva,SAC,0.5,0.0,0.333,0.5,0.3,0.0,,0.3,1.0,2020-21
Vlatko Čančar,DEN,2.1,0.3,0.458,1.2,0.0,0.3,0.273,0.3,0.4,2020-21
Ed Davis,MIN,2.1,0.9,0.432,5.0,0.6,0.6,,0.3,2.4,2020-21
Devon Dotson,CHI,2.1,0.6,0.524,0.5,0.0,0.4,0.143,0.0,0.3,2020-21
Deividas Sirvydis,DET,2.1,0.3,0.35,1.5,0.0,0.1,0.357,0.3,0.5,2020-21
Sindarius Thornwell,2TM,2.0,1.0,0.326,0.9,0.1,0.6,0.304,0.3,0.7,2020-21
Sindarius Thornwell,NOP,1.2,0.3,0.333,0.4,0.1,0.4,0.333,0.3,0.2,2020-21
Sindarius Thornwell,ORL,3.4,2.4,0.32,1.9,0.1,1.1,0.286,0.4,1.7,2020-21
Isaac Bonga,WAS,2.0,0.6,0.37,1.7,0.2,0.3,0.277,0.6,1.6,2020-21
Devontae Cacok,LAL,2.0,0.1,0.586,1.6,0.2,0.3,,0.3,0.4,2020-21
Nate Hinton,DAL,2.0,0.4,0.357,0.4,0.1,0.3,0.211,0.2,0.4,2020-21
Jontay Porter,MEM,2.0,0.1,0.533,1.3,0.1,0.3,0.375,0.6,1.1,2020-21
Jalen Smith,PHO,2.0,0.1,0.44,1.4,0.2,0.0,0.235,0.3,0.6,2020-21
Ray Spalding,HOU,2.0,0.0,0.5,2.0,1.0,0.0,0.0,1.5,1.5,2020-21
Miye Oni,UTA,1.9,0.5,0.354,1.6,0.1,0.2,0.341,0.3,1.1,2020-21
Alen Smailagić,GSW,1.9,0.3,0.407,1.1,0.3,0.2,0.4,0.3,0.7,2020-21
Cassius Winston,WAS,1.9,0.5,0.424,0.4,0.0,0.1,0.471,0.2,0.4,2020-21
Daniel Oturu,LAC,1.8,0.3,0.423,1.6,0.2,0.1,0.2,0.3,0.8,2020-21
Axel Toupane,MIL,1.8,0.5,0.364,0.8,0.4,0.3,0.5,0.0,0.8,2020-21
Elijah Hughes,UTA,1.7,0.3,0.333,0.5,0.1,0.1,0.348,0.3,0.1,2020-21
T.J. Leaf,POR,1.7,0.1,0.5,0.7,0.1,0.3,,0.3,0.1,2020-21
James Nunnally,NOP,1.7,0.3,0.385,1.0,0.0,0.0,0.333,0.2,0.1,2020-21
Tim Frazier,MEM,1.6,3.2,0.15,1.6,0.2,0.4,0.0,0.8,1.4,2020-21
Rodions Kurucs,3TM,1.5,0.5,0.344,1.1,0.2,0.4,0.286,0.6,0.8,2020-21
Rodions Kurucs,BRK,0.6,0.4,0.333,0.6,0.0,0.0,0.5,0.0,0.2,2020-21
Rodions Kurucs,HOU,1.2,0.4,0.238,1.0,0.4,0.5,0.133,0.8,0.6,2020-21
Rodions Kurucs,MIL,3.0,0.8,0.625,1.8,0.0,0.6,0.75,0.8,1.6,2020-21
Norvel Pelle,3TM,1.5,0.2,0.533,1.5,0.7,0.1,,0.2,1.1,2020-21
Norvel Pelle,BRK,2.0,0.0,0.429,2.3,1.0,0.0,,1.0,3.0,2020-21
Norvel Pelle,SAC,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,2020-21
Norvel Pelle,NYK,1.2,0.1,0.714,1.2,0.7,0.1,,0.0,0.4,2020-21
Bruno Fernando,ATL,1.5,0.3,0.409,2.4,0.1,0.1,0.0,0.6,0.7,2020-21
Cassius Stanley,IND,1.5,0.0,0.302,0.8,0.1,0.0,0.231,0.0,0.6,2020-21
Anthony Tolliver,PHI,1.5,0.2,0.235,0.9,0.2,0.3,0.286,0.3,0.6,2020-21
Robert Woodard II,SAC,1.5,0.2,0.4,1.2,0.2,0.0,0.167,0.1,0.3,2020-21
Nate Darling,CHO,1.3,0.1,0.286,0.1,0.1,0.0,0.286,0.1,0.1,2020-21
Kris Dunn,ATL,1.3,0.5,0.083,1.5,0.5,0.5,0.0,0.8,2.5,2020-21
Cristiano Felício,CHI,1.3,0.5,0.538,1.4,0.0,0.2,0.0,0.2,0.6,2020-21
Jalen Lecque,IND,1.3,0.5,0.111,1.3,0.0,0.0,0.0,0.0,0.0,2020-21
Marques Bolden,CLE,1.2,0.0,0.333,1.0,0.3,0.3,,0.3,0.0,2020-21
Juwan Morgan,UTA,1.2,0.3,0.467,1.0,0.0,0.1,0.308,0.1,0.7,2020-21
Andre Roberson,BRK,1.2,0.8,0.143,3.0,0.2,0.6,0.125,0.4,0.8,2020-21
Udoka Azubuike,UTA,1.1,0.0,0.444,0.9,0.3,0.1,,0.2,0.6,2020-21
Karim Mané,ORL,1.1,0.4,0.231,1.4,0.2,0.0,0.5,0.3,1.0,2020-21
Adam Mokoka,CHI,1.1,0.4,0.368,0.4,0.1,0.1,0.1,0.4,0.4,2020-21
Tyler Bey,DAL,1.0,0.2,0.318,1.1,0.1,0.0,0.25,0.2,0.3,2020-21
Malik Fitts,LAC,1.0,0.0,0.333,1.0,0.0,0.0,0.5,0.0,1.0,2020-21
Patrick McCaw,TOR,1.0,0.8,1.0,0.6,0.0,0.4,,0.0,1.2,2020-21
Iman Shumpert,BRK,1.0,0.0,0.25,0.5,0.0,0.5,0.0,0.5,0.0,2020-21
Tyrell Terry,DAL,1.0,0.5,0.313,0.5,0.0,0.5,0.0,0.2,0.2,2020-21
Kostas Antetokounmpo,LAL,0.8,0.1,0.3,1.3,0.3,0.1,,0.7,0.5,2020-21
Vincent Poirier,PHI,0.8,0.2,0.25,1.4,0.3,0.0,0.0,0.4,0.8,2020-21
Nick Richards,CHO,0.8,0.1,0.444,0.6,0.0,0.0,0.0,0.2,0.4,2020-21
Keljin Blevins,POR,0.7,0.2,0.25,0.6,0.0,0.1,0.25,0.3,0.5,2020-21
Ty-Shon Alexander,PHO,0.6,0.4,0.25,0.7,0.1,0.0,0.222,0.2,0.1,2020-21
Brian Bowen,IND,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.2,2020-21
Jared Dudley,LAL,0.5,0.4,0.222,1.8,0.1,0.1,0.333,0.2,0.6,2020-21
Jared Harper,NYK,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.4,0.1,2020-21
Jaylen Adams,MIL,0.3,0.3,0.125,0.4,0.0,0.0,0.0,0.0,0.1,2020-21
Terrance Ferguson,PHI,0.2,0.2,0.143,0.1,0.0,0.1,0.0,0.3,0.5,2020-21
Theo Pinson,NYK,0.1,0.1,0.111,0.3,0.0,0.0,0.0,0.1,0.2,2020-21
Ashton Hagans,MIN,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,2020-21
Will Magnay,NOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-21
Anžejs Pasečņiks,WAS,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2020-21
Noah Vonleh,BRK,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.5,0.5,2020-21
Greg Whittington,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
League Average,,,,0.466,,,,0.367,,,2020-21
Joel Embiid,PHI,30.6,4.2,0.499,11.7,1.5,1.1,0.371,3.1,2.7,2021-22
LeBron James,LAL,30.3,6.2,0.524,8.2,1.1,1.3,0.359,3.5,2.2,2021-22
Giannis Antetokounmpo,MIL,29.9,5.8,0.553,11.6,1.4,1.1,0.293,3.3,3.2,2021-22
Kevin Durant,BRK,29.9,6.4,0.518,7.4,0.9,0.9,0.383,3.5,2.1,2021-22
Luka Dončić,DAL,28.4,8.7,0.457,9.1,0.6,1.2,0.353,4.5,2.2,2021-22
Trae Young,ATL,28.4,9.7,0.46,3.7,0.1,0.9,0.382,4.0,1.7,2021-22
DeMar DeRozan,CHI,27.9,4.9,0.504,5.2,0.3,0.9,0.352,2.4,2.3,2021-22
Kyrie Irving,BRK,27.4,5.8,0.469,4.4,0.6,1.4,0.418,2.5,2.8,2021-22
Ja Morant,MEM,27.4,6.7,0.493,5.7,0.4,1.2,0.344,3.4,1.5,2021-22
Nikola Jokić,DEN,27.1,7.9,0.583,13.8,0.9,1.5,0.337,3.8,2.6,2021-22
Jayson Tatum,BOS,26.9,4.4,0.453,8.0,0.6,1.0,0.353,2.9,2.3,2021-22
Devin Booker,PHO,26.8,4.8,0.466,5.0,0.4,1.1,0.383,2.4,2.6,2021-22
Donovan Mitchell,UTA,25.9,5.3,0.448,4.2,0.2,1.5,0.355,3.0,2.4,2021-22
Stephen Curry,GSW,25.5,6.3,0.437,5.2,0.4,1.3,0.38,3.2,2.0,2021-22
Karl-Anthony Towns,MIN,24.6,3.6,0.529,9.8,1.1,1.0,0.41,3.1,3.6,2021-22
Shai Gilgeous-Alexander,OKC,24.5,5.9,0.453,5.0,0.8,1.3,0.3,2.8,2.5,2021-22
Zach LaVine,CHI,24.4,4.5,0.476,4.6,0.3,0.6,0.389,2.6,1.8,2021-22
Paul George,LAC,24.3,5.7,0.421,6.9,0.4,2.2,0.354,4.1,2.4,2021-22
Damian Lillard,POR,24.0,7.3,0.402,4.1,0.4,0.6,0.324,2.9,1.3,2021-22
Jaylen Brown,BOS,23.6,3.5,0.473,6.1,0.3,1.1,0.358,2.7,2.5,2021-22
Bradley Beal,WAS,23.2,6.6,0.451,4.7,0.4,0.9,0.3,3.4,2.4,2021-22
Anthony Davis,LAL,23.2,3.1,0.532,9.9,2.3,1.2,0.186,2.1,2.4,2021-22
De'Aaron Fox,SAC,23.2,5.6,0.473,3.9,0.4,1.2,0.297,2.8,2.9,2021-22
Pascal Siakam,TOR,22.8,5.3,0.494,8.5,0.6,1.3,0.344,2.7,3.3,2021-22
Brandon Ingram,NOP,22.7,5.6,0.461,5.8,0.5,0.6,0.327,2.7,2.2,2021-22
CJ McCollum,2TM,22.1,5.1,0.46,4.3,0.4,1.1,0.388,2.0,2.0,2021-22
CJ McCollum,POR,20.5,4.5,0.436,4.3,0.6,1.0,0.384,1.9,2.1,2021-22
CJ McCollum,NOP,24.3,5.8,0.493,4.5,0.0,1.3,0.394,2.2,1.7,2021-22
James Harden,2TM,22.0,10.3,0.41,7.7,0.6,1.3,0.33,4.4,2.4,2021-22
James Harden,BRK,22.5,10.2,0.414,8.0,0.7,1.3,0.332,4.8,2.4,2021-22
James Harden,PHI,21.0,10.5,0.402,7.1,0.2,1.2,0.326,3.4,2.3,2021-22
Darius Garland,CLE,21.7,8.6,0.462,3.3,0.1,1.3,0.383,3.6,1.7,2021-22
Jimmy Butler,MIA,21.4,5.5,0.48,5.9,0.5,1.6,0.233,2.1,1.5,2021-22
Anthony Edwards,MIN,21.3,3.8,0.441,4.8,0.6,1.5,0.357,2.6,2.3,2021-22
Dejounte Murray,SAS,21.1,9.2,0.462,8.3,0.3,2.0,0.327,2.6,2.0,2021-22
Tyler Herro,MIA,20.7,4.0,0.447,5.0,0.1,0.7,0.399,2.6,1.4,2021-22
Klay Thompson,GSW,20.4,2.8,0.429,3.9,0.5,0.5,0.385,1.3,1.7,2021-22
Fred VanVleet,TOR,20.3,6.7,0.403,4.4,0.5,1.7,0.377,2.6,2.5,2021-22
Kristaps Porziņģis,2TM,20.2,2.3,0.459,8.1,1.6,0.7,0.31,1.6,2.7,2021-22
Kristaps Porziņģis,DAL,19.2,2.0,0.451,7.7,1.7,0.7,0.283,1.6,2.6,2021-22
Kristaps Porziņģis,WAS,22.1,2.9,0.475,8.8,1.5,0.7,0.367,1.6,2.9,2021-22
Miles Bridges,CHO,20.2,3.8,0.491,7.0,0.8,0.9,0.331,1.9,2.4,2021-22
LaMelo Ball,CHO,20.1,7.6,0.429,6.7,0.4,1.6,0.389,3.3,3.2,2021-22
Khris Middleton,MIL,20.1,5.4,0.443,5.4,0.3,1.2,0.373,2.9,2.4,2021-22
Julius Randle,NYK,20.1,5.1,0.411,9.9,0.5,0.7,0.308,3.4,2.8,2021-22
RJ Barrett,NYK,20.0,3.0,0.408,5.8,0.2,0.6,0.342,2.2,2.0,2021-22
Terry Rozier,CHO,19.3,4.5,0.444,4.3,0.3,1.3,0.374,1.3,1.6,2021-22
Jerami Grant,DET,19.2,2.4,0.426,4.1,1.0,0.9,0.358,1.8,2.3,2021-22
Bam Adebayo,MIA,19.1,3.4,0.557,10.1,0.8,1.4,0.0,2.6,3.1,2021-22
Malcolm Brogdon,IND,19.1,5.9,0.448,5.1,0.4,0.8,0.312,2.1,2.0,2021-22
Norman Powell,2TM,19.0,2.1,0.461,3.2,0.5,0.9,0.419,1.5,2.4,2021-22
Norman Powell,POR,18.7,2.1,0.456,3.3,0.4,1.0,0.406,1.6,2.3,2021-22
Norman Powell,LAC,21.4,2.8,0.508,2.8,0.8,0.4,0.542,1.4,2.8,2021-22
Domantas Sabonis,2TM,18.9,5.2,0.573,12.1,0.4,1.0,0.312,3.1,3.3,2021-22
Domantas Sabonis,IND,18.9,5.0,0.58,12.1,0.5,1.0,0.324,3.0,3.1,2021-22
Domantas Sabonis,SAC,18.9,5.8,0.554,12.3,0.3,0.9,0.235,3.5,3.8,2021-22
Jordan Poole,GSW,18.5,4.0,0.448,3.4,0.3,0.8,0.364,2.5,2.7,2021-22
Russell Westbrook,LAL,18.5,7.1,0.444,7.4,0.3,1.0,0.298,3.8,3.0,2021-22
Dillon Brooks,MEM,18.4,2.8,0.432,3.2,0.3,1.1,0.309,1.6,3.3,2021-22
Jrue Holiday,MIL,18.3,6.8,0.501,4.5,0.4,1.6,0.411,2.7,2.0,2021-22
Gary Trent Jr.,TOR,18.3,2.0,0.414,2.7,0.3,1.7,0.383,1.0,2.1,2021-22
Desmond Bane,MEM,18.2,2.7,0.461,4.4,0.4,1.2,0.436,1.5,2.6,2021-22
Bojan Bogdanović,UTA,18.1,1.7,0.455,4.3,0.0,0.5,0.387,1.7,1.7,2021-22
D'Angelo Russell,MIN,18.1,7.1,0.411,3.3,0.3,1.0,0.34,2.5,2.0,2021-22
Christian Wood,HOU,17.9,2.3,0.501,10.1,1.0,0.8,0.39,1.9,2.5,2021-22
Jonas Valančiūnas,NOP,17.8,2.6,0.544,11.4,0.8,0.6,0.361,2.4,3.3,2021-22
Nikola Vučević,CHI,17.6,3.2,0.473,11.0,1.0,1.0,0.314,1.9,2.5,2021-22
Tyrese Maxey,PHI,17.5,4.3,0.485,3.2,0.4,0.7,0.427,1.2,2.1,2021-22
Cade Cunningham,DET,17.4,5.6,0.416,5.5,0.7,1.2,0.314,3.7,3.1,2021-22
Jalen Green,HOU,17.3,2.6,0.426,3.4,0.3,0.7,0.343,2.0,1.5,2021-22
Anfernee Simons,POR,17.3,3.9,0.443,2.6,0.1,0.5,0.405,2.0,1.9,2021-22
Deandre Ayton,PHO,17.2,1.4,0.634,10.2,0.7,0.7,0.368,1.6,2.4,2021-22
Luguentz Dort,OKC,17.2,1.7,0.404,4.2,0.4,0.9,0.332,1.7,2.9,2021-22
Tobias Harris,PHI,17.2,3.5,0.482,6.8,0.6,0.6,0.367,1.6,2.2,2021-22
Andrew Wiggins,GSW,17.2,2.2,0.466,4.5,0.7,1.0,0.393,1.5,2.2,2021-22
OG Anunoby,TOR,17.1,2.6,0.443,5.5,0.5,1.5,0.363,1.7,2.7,2021-22
Kyle Kuzma,WAS,17.1,3.5,0.452,8.5,0.9,0.6,0.341,2.6,1.9,2021-22
Caris LeVert,2TM,17.0,4.3,0.444,3.7,0.4,0.9,0.32,1.9,2.3,2021-22
Caris LeVert,IND,18.7,4.4,0.447,3.8,0.5,0.9,0.323,1.9,2.3,2021-22
Caris LeVert,CLE,13.6,3.9,0.435,3.4,0.3,0.8,0.313,1.7,2.1,2021-22
Keldon Johnson,SAS,17.0,2.1,0.466,6.1,0.2,0.8,0.398,1.2,2.0,2021-22
Reggie Jackson,LAC,16.8,4.8,0.392,3.6,0.2,0.7,0.326,2.3,2.1,2021-22
Harrison Barnes,SAC,16.4,2.4,0.469,5.6,0.2,0.7,0.394,1.5,1.2,2021-22
Cole Anthony,ORL,16.3,5.7,0.391,5.4,0.3,0.7,0.338,2.6,2.6,2021-22
Jalen Brunson,DAL,16.3,4.8,0.502,3.9,0.0,0.8,0.373,1.6,1.9,2021-22
Jaren Jackson Jr.,MEM,16.3,1.1,0.415,5.8,2.3,0.9,0.319,1.7,3.5,2021-22
John Collins,ATL,16.2,1.8,0.526,7.8,1.0,0.6,0.364,1.1,3.0,2021-22
Jarrett Allen,CLE,16.1,1.6,0.677,10.8,1.3,0.8,0.1,1.7,1.7,2021-22
Saddiq Bey,DET,16.1,2.8,0.396,5.4,0.2,0.9,0.346,1.2,1.6,2021-22
Jordan Clarkson,UTA,16.0,2.5,0.419,3.5,0.2,0.8,0.318,1.6,1.9,2021-22
Collin Sexton,CLE,16.0,2.1,0.45,3.3,0.0,0.9,0.244,2.8,2.3,2021-22
Gordon Hayward,CHO,15.9,3.6,0.459,4.6,0.4,1.0,0.391,1.7,1.7,2021-22
Buddy Hield,2TM,15.6,2.8,0.406,4.4,0.3,0.9,0.366,1.9,2.3,2021-22
Buddy Hield,SAC,14.4,1.9,0.382,4.0,0.3,0.9,0.368,1.6,2.1,2021-22
Buddy Hield,IND,18.2,4.8,0.447,5.1,0.4,1.0,0.362,2.4,2.7,2021-22
Rudy Gobert,UTA,15.6,1.1,0.713,14.7,2.1,0.7,0.0,1.8,2.7,2021-22
Kevin Porter Jr.,HOU,15.6,6.2,0.415,4.4,0.4,1.1,0.375,3.1,2.6,2021-22
Marcus Morris,LAC,15.4,2.1,0.434,4.4,0.3,0.5,0.367,1.3,2.1,2021-22
Tyrese Haliburton,2TM,15.3,8.2,0.473,4.0,0.6,1.7,0.414,2.6,1.6,2021-22
Tyrese Haliburton,SAC,14.3,7.4,0.457,3.9,0.7,1.7,0.413,2.3,1.4,2021-22
Tyrese Haliburton,IND,17.5,9.6,0.502,4.3,0.6,1.8,0.416,3.2,1.9,2021-22
Scottie Barnes,TOR,15.3,3.5,0.492,7.5,0.7,1.1,0.301,1.8,2.6,2021-22
Franz Wagner,ORL,15.2,2.9,0.468,4.5,0.4,0.9,0.354,1.5,2.1,2021-22
Bogdan Bogdanović,ATL,15.1,3.1,0.431,4.0,0.2,1.1,0.368,1.1,2.1,2021-22
Wendell Carter Jr.,ORL,15.0,2.8,0.525,10.5,0.7,0.6,0.327,1.9,2.7,2021-22
Seth Curry,2TM,15.0,3.6,0.487,3.1,0.2,0.8,0.422,1.7,2.3,2021-22
Seth Curry,PHI,15.0,4.0,0.485,3.4,0.2,0.8,0.4,1.9,2.2,2021-22
Seth Curry,BRK,14.9,2.6,0.493,2.6,0.2,0.9,0.468,1.3,2.5,2021-22
Aaron Gordon,DEN,15.0,2.5,0.52,5.9,0.6,0.6,0.335,1.8,2.0,2021-22
Evan Mobley,CLE,15.0,2.5,0.508,8.3,1.7,0.8,0.25,1.9,2.1,2021-22
Jusuf Nurkić,POR,15.0,2.8,0.535,11.1,0.6,1.1,0.268,2.6,3.4,2021-22
Kelly Oubre Jr.,CHO,15.0,1.1,0.44,4.0,0.4,1.0,0.345,0.9,2.5,2021-22
Josh Hart,2TM,14.9,4.1,0.504,7.2,0.2,1.1,0.343,2.1,2.8,2021-22
Josh Hart,NOP,13.4,4.1,0.505,7.8,0.3,1.1,0.323,2.0,2.9,2021-22
Josh Hart,POR,19.9,4.3,0.503,5.4,0.2,1.2,0.373,2.5,2.5,2021-22
Lauri Markkanen,CLE,14.8,1.3,0.445,5.7,0.5,0.7,0.358,0.9,2.1,2021-22
Will Barton,DEN,14.7,3.9,0.438,4.8,0.4,0.8,0.365,1.8,1.6,2021-22
Jaylen Hoard,OKC,14.7,2.4,0.489,12.0,0.7,0.9,0.36,1.1,2.0,2021-22
Chris Paul,PHO,14.7,10.8,0.493,4.4,0.3,1.9,0.317,2.4,2.1,2021-22
Bobby Portis,MIL,14.6,1.2,0.479,9.1,0.7,0.7,0.393,1.3,2.4,2021-22
Mikal Bridges,PHO,14.2,2.3,0.534,4.2,0.4,1.2,0.369,0.8,1.8,2021-22
Tim Hardaway Jr.,DAL,14.2,2.2,0.394,3.7,0.1,0.9,0.336,0.8,1.8,2021-22
Evan Fournier,NYK,14.1,2.1,0.417,2.6,0.3,1.0,0.389,1.3,2.3,2021-22
Malik Monk,LAL,13.8,2.9,0.473,3.4,0.4,0.8,0.391,1.6,1.8,2021-22
Spencer Dinwiddie,2TM,13.7,5.2,0.416,4.2,0.2,0.7,0.339,1.6,2.2,2021-22
Spencer Dinwiddie,WAS,12.6,5.8,0.376,4.7,0.2,0.6,0.31,1.7,2.4,2021-22
Spencer Dinwiddie,DAL,15.8,3.9,0.498,3.1,0.3,0.7,0.404,1.3,1.9,2021-22
Mike Conley,UTA,13.7,5.3,0.435,3.0,0.3,1.3,0.408,1.7,2.0,2021-22
Kevin Love,CLE,13.6,2.2,0.43,7.2,0.2,0.4,0.392,1.3,1.4,2021-22
Dennis Schröder,2TM,13.5,4.6,0.431,3.3,0.1,0.8,0.344,2.2,2.4,2021-22
Dennis Schröder,BOS,14.4,4.2,0.44,3.3,0.1,0.8,0.349,2.1,2.4,2021-22
Dennis Schröder,HOU,10.9,5.9,0.393,3.3,0.2,0.8,0.328,2.6,2.5,2021-22
Jakob Poeltl,SAS,13.5,2.8,0.618,9.3,1.7,0.7,1.0,1.6,3.1,2021-22
Eric Gordon,HOU,13.4,2.7,0.475,2.0,0.3,0.5,0.412,1.9,1.1,2021-22
De'Andre Hunter,ATL,13.4,1.3,0.442,3.3,0.4,0.7,0.379,1.3,2.9,2021-22
Kyle Lowry,MIA,13.4,7.5,0.44,4.5,0.3,1.1,0.377,2.7,2.8,2021-22
Carmelo Anthony,LAL,13.3,1.0,0.441,4.2,0.8,0.7,0.375,0.9,2.4,2021-22
Derrick White,2TM,13.2,4.9,0.421,3.5,0.8,0.9,0.312,1.6,2.3,2021-22
Derrick White,SAS,14.4,5.6,0.426,3.5,0.9,1.0,0.314,1.8,2.4,2021-22
Derrick White,BOS,11.0,3.5,0.409,3.4,0.6,0.6,0.306,1.2,2.2,2021-22
Kentavious Caldwell-Pope,WAS,13.2,1.9,0.435,3.4,0.3,1.1,0.39,1.3,1.8,2021-22
Montrezl Harrell,2TM,13.1,2.0,0.645,6.1,0.6,0.4,0.235,1.0,1.9,2021-22
Montrezl Harrell,WAS,14.1,2.1,0.645,6.7,0.7,0.4,0.267,1.1,1.9,2021-22
Montrezl Harrell,CHO,11.4,2.0,0.645,4.9,0.5,0.4,0.0,0.9,2.0,2021-22
Chris Duarte,IND,13.1,2.1,0.432,4.1,0.2,1.0,0.369,1.6,1.7,2021-22
Ricky Rubio,CLE,13.1,6.6,0.363,4.1,0.2,1.4,0.339,2.6,2.2,2021-22
Lonzo Ball,CHI,13.0,5.1,0.423,5.4,0.9,1.8,0.423,2.3,2.4,2021-22
LaMarcus Aldridge,BRK,12.9,0.9,0.55,5.5,1.0,0.3,0.304,0.9,1.7,2021-22
Myles Turner,IND,12.9,1.0,0.509,7.1,2.8,0.7,0.333,1.3,2.8,2021-22
