Feature,Importance
away_TRB_per_game_p7,0.0008159476090328036
home_DBPM_p2,0.0008158006989473634
home_TRB%_p5,0.0008157356896903455
away_PTS_per_game_p14,0.0008152819195559478
home_ORB%_p9,0.000814795451049065
away_TRB_per_game_p13,0.0008142958196843542
away_BLK%_p12,0.0008142094002602497
away_DWS_p10,0.0008140302234788111
home_Rk_p14,0.0008138493391141018
away_GS_p7,0.0008134594034826342
home_PTS_per_game_p15,0.0008131242175666426
home_TRB_per_game_p12,0.0008124305876393851
away_BLK%_p11,0.0008123796571427453
home_OBPM_p4,0.0008105902963620305
home_Rk_p5,0.0008102280688708683
away_TRB_per_game_p2,0.0008093470824021437
home_USG%_p1,0.0008092548386244478
away_AST%_p15,0.0008088994390681939
home_Rk_p15,0.0008087683280774251
home_TRB%_p10,0.0008080517968915098
home_USG%_p12,0.0008079140435904923
away_ORB%_p7,0.000807775074256872
home_DRB%_p7,0.0008074035305405332
home_WS_p6,0.0008073349178100439
home_PER_p12,0.0008069665075923672
home_Rk_p6,0.0008069392211985975
home_3PAr_p4,0.0008067854492054589
home_ORB%_p11,0.0008067649036528503
home_FTr_p5,0.0008062658474547104
home_PTS_per_game_p4,0.0008062130390568348
home_USG%_p2,0.0008051765385801271
home_ORB%_p7,0.0008034705247356762
home_3PAr_p5,0.000803231976491903
away_OBPM_p12,0.0008025159278928784
home_DBPM_p13,0.0008023662995229716
home_WS/48_p11,0.0008021462761242244
away_AST_per_game_p1,0.0008019923408094509
home_PTS_per_game_p12,0.0008017445555699789
away_AST_per_game_p10,0.0008012381556608297
home_G_p10,0.0008011012238638829
away_TRB%_p14,0.0008009230287049656
away_ORB%_p6,0.0008009224706208434
home_MP_p6,0.0008008014450389523
home_G_p9,0.0008006254340698697
home_AST%_p14,0.0008000541935225218
home_TS%_p9,0.0008000389712246026
home_FG_pct_p13,0.0007998905265938207
home_TS%_p10,0.0007998125395090296
away_BLK%_p4,0.0007995650606910357
away_FTr_p15,0.0007992201903370845
away_MP_p12,0.0007992106370116285
home_DBPM_p15,0.0007987413121993852
home_3P_pct_p1,0.0007984031496401562
home_FG_pct_p11,0.0007977914864378797
home_Rk_p8,0.0007976114196964834
home_ORB%_p4,0.0007975087233055467
